system:index,Date,NDVI,NDWI,S1,SI5,Sampling,.geo
26_0000000000000000000a_0,2022-07-01,0.13782007,-0.1929001,-14.15008162757874,0.3770375843334455,P6,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0000000000000000000c_0,2022-07-01,0.20040013,-0.23796424,-15.092915900345227,0.3068508921284082,P7,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0000000000000000000e_0,2022-07-01,0.20809343,-0.24791844,-15.424124409402717,0.3153684194715761,P8,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_00000000000000000010_0,2022-07-01,0.18215613,-0.23116632,-15.769903132872907,0.3438109945885966,P9,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_00000000000000000000_0,2022-08-01,0.21170822,-0.2730231,-13.894169279629057,0.3467726200264375,P1,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_00000000000000000002_0,2022-08-01,0.15422589,-0.23042578,-15.776338680905402,0.37385408918453733,P2,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_00000000000000000004_0,2022-08-01,0.1835376,-0.25252202,-14.290795270929111,0.34814889056264414,P3,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_00000000000000000006_0,2022-08-01,0.19691516,-0.24915043,-14.090740000252158,0.3086904760435605,P4,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_00000000000000000008_0,2022-08-01,0.16707577,-0.2201882,-15.333335681693127,0.33138610411421904,P5,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0000000000000000000a_0,2022-08-01,0.13330361,-0.1923077,-16.768612885138296,0.36161861124671113,P6,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0000000000000000000c_0,2022-08-01,0.18049115,-0.2275,-16.244305252096737,0.30404863097866436,P7,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0000000000000000000e_0,2022-08-01,0.19211823,-0.24102564,-14.884235092412272,0.31114045060068934,P8,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_00000000000000000010_0,2022-08-01,0.16923566,-0.2247004,-17.653622611101934,0.34046707623498634,P9,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_00000000000000000000_0,2023-06-01,0.31260377,-0.31857467,-10.6316750745,0.28819017158813726,P1,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_00000000000000000002_0,2023-06-01,0.22055024,-0.25704446,-12.084475515126913,0.3096669178326933,P2,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_00000000000000000004_0,2023-06-01,0.25143823,-0.2822469,-11.555537564586622,0.2809738066083741,P3,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_00000000000000000006_0,2023-06-01,0.214347,-0.25238937,-14.737439509681366,0.28735983539805976,P4,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_00000000000000000008_0,2023-06-01,0.18280265,-0.21601862,-13.904129471586264,0.31856955284521465,P5,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0000000000000000000a_0,2023-06-01,0.14285715,-0.17277487,-14.2816121599323,0.3666484419713249,P6,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0000000000000000000c_0,2023-06-01,0.2022743,-0.22099738,-12.46736448861874,0.2900467203744942,P7,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0000000000000000000e_0,2023-06-01,0.2130809,-0.23367758,-11.731218711627644,0.29088879318392447,P8,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_00000000000000000010_0,2023-06-01,0.18373829,-0.21598695,-11.349333930968399,0.3249437643654668,P9,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_00000000000000000000_0,2023-07-01,0.2831922,-0.308548,-13.502279675259675,0.3179874447206996,P1,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_00000000000000000002_0,2023-07-01,0.20196216,-0.25069273,-13.646936074975784,0.34719156095734816,P2,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_00000000000000000004_0,2023-07-01,0.22269417,-0.26154327,-13.940918169747532,0.3144525242385566,P3,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_00000000000000000006_0,2023-07-01,0.20013265,-0.24278846,-12.363724248481718,0.3029266247790049,P4,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_00000000000000000008_0,2023-07-01,0.17285328,-0.217866,-13.56623262228262,0.32522918073260276,P5,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0000000000000000000a_0,2023-07-01,0.13432837,-0.18224487,-15.109187585711755,0.38658207408000694,P6,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0000000000000000000c_0,2023-07-01,0.19215426,-0.23209071,-12.65978168753418,0.3036749907384538,P7,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0000000000000000000e_0,2023-07-01,0.19210054,-0.22880216,-15.49785652052316,0.3143869033531772,P8,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_00000000000000000010_0,2023-07-01,0.17939778,-0.21660945,-12.465817658789442,0.33167244383578204,P9,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_00000000000000000000_0,2023-08-01,0.24232864,-0.30051035,-14.894929302932931,0.34610443510593736,P1,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_00000000000000000002_0,2023-08-01,0.18403675,-0.2500758,-13.801473986635637,0.3609394409038724,P2,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_00000000000000000004_0,2023-08-01,0.20613615,-0.27070707,-14.813232761292985,0.3177650075134139,P3,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_00000000000000000006_0,2023-08-01,0.19815995,-0.24760501,-13.403902184213193,0.29482835684513115,P4,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_00000000000000000008_0,2023-08-01,0.18784153,-0.23816305,-15.357666277351738,0.3131212864051245,P5,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0000000000000000000a_0,2023-08-01,0.14524673,-0.21179941,-13.438931964450783,0.37169067784920296,P6,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0000000000000000000c_0,2023-08-01,0.19800569,-0.23858616,-13.408833235629778,0.2911447749831688,P7,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0000000000000000000e_0,2023-08-01,0.20353357,-0.24261218,-13.892211934248714,0.2972108006112833,P8,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_00000000000000000010_0,2023-08-01,0.18825911,-0.23709168,-13.922681078871426,0.3193592647787128,P9,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_00000000000000000000_0,2024-05-01,0.35118327,-0.3705975,-12.506926218026369,0.23207981385721593,P1,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_00000000000000000002_0,2024-05-01,0.2549873,-0.31596464,-10.478033572108526,0.24590599830016346,P2,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_00000000000000000004_0,2024-05-01,0.2908397,-0.34406358,-12.905596063919875,0.23039761283485558,P3,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_00000000000000000006_0,2024-05-01,0.2854056,-0.3307575,-14.398931726845955,0.23013079976396034,P4,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_00000000000000000008_0,2024-05-01,0.25723377,-0.31148222,-12.015683545996138,0.23602441610985928,P5,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0000000000000000000a_0,2024-05-01,0.18028209,-0.2288456,-10.91949226260283,0.26818309976581295,P6,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0000000000000000000c_0,2024-05-01,0.25376806,-0.29096285,-11.538702420059536,0.22579280325112225,P7,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0000000000000000000e_0,2024-05-01,0.2699312,-0.3194576,-12.97811408807421,0.22668687655001116,P8,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_00000000000000000010_0,2024-05-01,0.2552183,-0.30673945,-10.055447437046734,0.23424078957346436,P9,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_00000000000000000000_0,2024-06-01,0.26303387,-0.2962515,-11.832865469250688,0.31753834414130205,P1,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_00000000000000000002_0,2024-06-01,0.19619264,-0.2533492,-12.951489937469216,0.34648032411668056,P2,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_00000000000000000004_0,2024-06-01,0.22063898,-0.26641768,-13.711655224043058,0.3220437237394947,P3,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_00000000000000000006_0,2024-06-01,0.20966709,-0.26029682,-13.673455554372813,0.3115981787494914,P4,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_00000000000000000008_0,2024-06-01,0.19105045,-0.23800099,-14.460887891511378,0.3250085537335902,P5,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0000000000000000000a_0,2024-06-01,0.11709602,-0.14884393,-15.569652015531709,0.4099822557135857,P6,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0000000000000000000c_0,2024-06-01,0.18075381,-0.22843318,-13.069775779768335,0.3159479229240161,P7,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0000000000000000000e_0,2024-06-01,0.19935432,-0.24226718,-12.545460279805557,0.31639405809844157,P8,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_00000000000000000010_0,2024-06-01,0.18876012,-0.23381117,-15.435262186717678,0.329603701435527,P9,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_00000000000000000000_0,2024-07-01,0.22867298,-0.28440934,-13.33967295129753,0.3427337742330044,P1,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_00000000000000000002_0,2024-07-01,0.16743515,-0.23168136,-14.475674966447329,0.37190170072211287,P2,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_00000000000000000004_0,2024-07-01,0.18925594,-0.24217995,-15.267425494024927,0.3358764058400054,P3,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_00000000000000000006_0,2024-07-01,0.1889093,-0.23619312,-12.540845984083518,0.3160312959186163,P4,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_00000000000000000008_0,2024-07-01,0.17756703,-0.22691652,-15.633633896602785,0.3279350545458658,P5,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0000000000000000000a_0,2024-07-01,0.13554452,-0.19713657,-15.576774350611323,0.3874810963130976,P6,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0000000000000000000c_0,2024-07-01,0.17218995,-0.20767336,-11.896637329064188,0.3092504001614226,P7,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0000000000000000000e_0,2024-07-01,0.18238781,-0.2178615,-16.1918589088063,0.3159221897872956,P8,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_00000000000000000010_0,2024-07-01,0.17836066,-0.22976904,-14.490510247562032,0.33302106539977316,P9,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_00000000000000000000_0,2024-08-01,0.18591723,-0.25490198,-14.33925327469699,0.3467770465298994,P1,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_00000000000000000002_0,2024-08-01,0.14859197,-0.2347826,-17.269159112345633,0.3652833147024375,P2,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_00000000000000000004_0,2024-08-01,0.18715891,-0.25313452,-14.179870296901804,0.327382895093803,P3,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_00000000000000000006_0,2024-08-01,0.1889045,-0.24393828,-13.554160752118532,0.30495999737670515,P4,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_00000000000000000008_0,2024-08-01,0.17969821,-0.22857143,-15.861846937814116,0.31616717097130753,P5,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0000000000000000000a_0,2024-08-01,0.13857262,-0.19290079,-15.682635277476654,0.36864430010512844,P6,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0000000000000000000c_0,2024-08-01,0.17580871,-0.22850844,-13.81346308734614,0.3018076208448024,P7,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0000000000000000000e_0,2024-08-01,0.17742504,-0.22946593,-15.09228711076938,0.3064848446497804,P8,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_00000000000000000010_0,2024-08-01,0.17199184,-0.22879544,-15.511481142540664,0.32194999611740954,P9,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_00000000000000000000_0,2025-05-01,0.3356007,-0.34509334,-12.213009964805298,0.23846673772247567,P1,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_00000000000000000002_0,2025-05-01,0.2524762,-0.2918273,-10.20557843039434,0.24310491562286435,P2,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_00000000000000000004_0,2025-05-01,0.2974537,-0.31418523,-11.222586617963886,0.2314601909616425,P3,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_00000000000000000006_0,2025-05-01,0.2971768,-0.3142642,-13.36867650716228,0.24346736947689726,P4,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_00000000000000000008_0,2025-05-01,0.2445867,-0.2743397,-12.500200822942293,0.2611013404791327,P5,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0000000000000000000a_0,2025-05-01,0.20065467,-0.23856154,-15.170138377933494,0.2934780059902275,P6,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0000000000000000000c_0,2025-05-01,0.25745362,-0.2719057,-11.207538151022906,0.24379928732463513,P7,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0000000000000000000e_0,2025-05-01,0.26111528,-0.2820071,-12.127023845818542,0.25231699308607813,P8,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_00000000000000000010_0,2025-05-01,0.22187784,-0.25119016,-11.561302260325977,0.2750653922251943,P9,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_00000000000000000000_0,2025-06-01,0.2771388,-0.2979984,-12.582208895537743,0.2949575393171024,P1,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_00000000000000000002_0,2025-06-01,0.2183313,-0.2605545,-12.047552320582508,0.3237446679097588,P2,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_00000000000000000004_0,2025-06-01,0.26535192,-0.28429618,-10.561846310803462,0.298337644289151,P3,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_00000000000000000006_0,2025-06-01,0.23913743,-0.26916105,-12.769747932055264,0.3100707661163819,P4,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_00000000000000000008_0,2025-06-01,0.19504744,-0.22985272,-13.850400999564457,0.3307848923394175,P5,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0000000000000000000a_0,2025-06-01,0.17353518,-0.20790651,-14.26193533690858,0.36974788707983175,P6,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0000000000000000000c_0,2025-06-01,0.21606694,-0.2369765,-15.955876738266145,0.30204736383554154,P7,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0000000000000000000e_0,2025-06-01,0.21823569,-0.24424273,-13.532153709277473,0.31335981714316846,P8,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_00000000000000000010_0,2025-06-01,0.20771225,-0.23206611,-14.940242078241646,0.329870770150979,P9,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_00000000000000000000_0,2025-07-01,0.25848094,-0.30024815,-14.400494298650433,0.3311615919758812,P1,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_00000000000000000002_0,2025-07-01,0.1779954,-0.23267028,-14.63728115327361,0.3663654186737607,P2,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_00000000000000000004_0,2025-07-01,0.22689591,-0.2637571,-14.267020835206441,0.3324758637856288,P3,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_00000000000000000006_0,2025-07-01,0.20139109,-0.25827813,-15.214281452236149,0.32915063420871604,P4,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_00000000000000000008_0,2025-07-01,0.18807484,-0.2375289,-16.060193033859385,0.34027753378676057,P5,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0000000000000000000a_0,2025-07-01,0.13930213,-0.19016671,-15.5550776581132,0.3941789695049699,P6,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0000000000000000000c_0,2025-07-01,0.19079386,-0.22722585,-17.251510541485693,0.314727787143112,P7,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0000000000000000000e_0,2025-07-01,0.19738562,-0.23533379,-13.928768805184216,0.32440653507597533,P8,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_00000000000000000010_0,2025-07-01,0.18363464,-0.23453523,-15.224339047243681,0.34533088480470436,P9,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_00000000000000000000_0,2025-08-01,0.22296476,-0.29059145,-15.384149257791599,0.34029496029180334,P1,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_00000000000000000002_0,2025-08-01,0.17008841,-0.24628891,-16.550835986295063,0.361558418516289,P2,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_00000000000000000004_0,2025-08-01,0.20781925,-0.2720216,-14.602546848072695,0.32844798674980485,P3,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_00000000000000000006_0,2025-08-01,0.20481928,-0.26649076,-14.18049726030203,0.3174181469292517,P4,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_00000000000000000008_0,2025-08-01,0.18712956,-0.2446733,-16.102209373325856,0.32392591745644556,P5,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_0000000000000000000a_0,2025-08-01,0.15225436,-0.20579378,-16.33656594818047,0.38735181682806136,P6,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_0000000000000000000c_0,2025-08-01,0.19512627,-0.24024189,-15.278091744587359,0.3002050216102322,P7,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_0000000000000000000e_0,2025-08-01,0.2048569,-0.24973013,-15.495833751320355,0.3087834192439743,P8,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_00000000000000000010_0,2025-08-01,0.1893531,-0.2423016,-15.510255730465431,0.3274314584764268,P9,"{""type"":""MultiPoint"",""coordinates"":[]}"
